timestamp,ch1
1770724933.728,-8733.050076133022
1770724933.7319999,-8770.444544606751
1770724933.7359998,-8799.859440309936
1770724933.74,-8829.363742990941
1770724933.744,-8856.297595059586
1770724933.748,-8883.879647717435
1770724933.7519999,-8924.515119137182
1770724933.756,-8956.165189285897
1770724933.76,-8975.9688348733
1770724933.764,-8985.647140222447
1770724933.768,-8985.53538150017
1770724933.7719998,-8988.754032701736
1770724933.776,-8999.125242128997
1770724933.78,-9006.702483499346
1770724933.784,-9013.16213764693
1770724933.7879999,-9007.373035833007
1770724933.7919998,-9012.290419613173
1770724933.796,-9019.845309239068
1770724933.8,-9023.868623241022
1770724933.804,-9018.168928404919
1770724933.808,-9013.095082413565
1770724933.812,-9015.062035925632
1770724933.816,-9015.64318128147
1770724933.8200002,-9009.898782956456
1770724933.8240001,-8993.716119970813
1770724933.828,-8980.215666319807
1770724933.832,-8971.923169126889
1770724933.8360002,-8964.144762056441
1770724933.8400002,-8961.015517832699
1770724933.844,-8955.829913119069
1770724933.848,-8950.756067127713
1770724933.852,-8949.705535138313
1770724933.8560002,-8951.24780550573
1770724933.8600001,-8965.195294045841
1770724933.864,-8962.53543645566
1770724933.868,-8947.29154673714
1770724933.872,-8943.134122268453
1770724933.8760002,-8942.731790868258
1770724933.88,-8941.390686200939
1770724933.884,-8941.390686200939
1770724933.888,-8943.044715290633
1770724933.892,-8945.10107578052
1770724933.896,-8951.24780550573
1770724933.9,-8959.048564320632
1770724933.904,-8954.980546829765
1770724933.908,-8952.119523539486
1770724933.912,-8954.9134915964
1770724933.9160001,-8955.405229974416
1770724933.92,-8952.544206684137
1770724933.924,-8940.608375145004
1770724933.928,-8932.449988418817
1770724933.932,-8926.079741249054
1770724933.936,-8928.158453483398
1770724933.94,-8931.824139574068
1770724933.944,-8922.883441791946
1770724933.948,-8909.606505585492
1770724933.952,-8902.833927015536
1770724933.956,-8898.743557780213
1770724933.96,-8889.71345302027
1770724933.964,-8876.503572047182
1770724933.968,-8861.572606751039
1770724933.972,-8851.9390048908
1770724933.9759998,-8850.732010690213
1770724933.98,-8846.731048432714
1770724933.984,-8831.107179058454
1770724933.988,-8814.924516072811
1770724933.9919999,-8809.515393914628
1770724933.996,-8807.011998535634
1770724934.0,-8805.447376423763
1770724934.004,-8800.373530432407
1770724934.008,-8786.247227936654
1770724934.0119998,-8782.179210445787
1770724934.016,-8784.21321919122
1770724934.02,-8780.614588333916
1770724934.024,-8773.238512663665
